Datum,Tag,Zeit,Leistung_Total,Leistung_NCS,Leistung_HPC,Leistung_MCS,Ladestrategie,Netzanschluss,Ladequote
2024-01-08T12:55:00,1,775,2911.8996945294784,0.0,2533.6985491243695,378.2011454051088,Konstant,5900.0,0.9784172661870504
2024-01-08T13:00:00,1,780,3615.0242628370233,0.0,2885.8473009067734,729.1769619302495,Konstant,5900.0,0.9784172661870504
2024-01-08T13:05:00,1,785,3149.7102641274496,0.0,2420.5333021971996,729.1769619302495,Konstant,5900.0,0.9784172661870504
2024-01-08T13:10:00,1,790,3214.207944158442,0.0,2111.869421007149,1102.3385231512932,Konstant,5900.0,0.9784172661870504
2024-01-08T13:15:00,1,795,3154.6142667735694,0.0,2052.2757436222764,1102.3385231512932,Konstant,5900.0,0.9784172661870504
2024-01-08T13:20:00,1,800,3029.4961421280823,0.0,1927.157618976789,1102.3385231512932,Konstant,5900.0,0.9784172661870504
2024-01-08T13:25:00,1,805,3331.3257132502986,0.0,2228.9871900990056,1102.3385231512932,Konstant,5900.0,0.9784172661870504
2024-01-08T13:30:00,1,810,3533.4075495309035,0.0,2431.06902637961,1102.3385231512932,Konstant,5900.0,0.9784172661870504
2024-01-08T13:35:00,1,815,3907.65705631904,0.0,2398.6284175584246,1509.0286387606159,Konstant,5900.0,0.9784172661870504
2024-01-08T13:40:00,1,820,4088.624008555013,0.0,2593.0934242038015,1495.5305843512115,Konstant,5900.0,0.9784172661870504
2024-01-08T13:45:00,1,825,3162.4128536689873,0.0,2017.858085842917,1144.5547678260707,Konstant,5900.0,0.9784172661870504
2024-01-08T13:50:00,1,830,3162.4128536689873,0.0,2017.858085842917,1144.5547678260707,Konstant,5900.0,0.9784172661870504
2024-01-08T13:55:00,1,835,4057.456409281007,0.0,2502.5387501203004,1554.9176591607068,Konstant,5900.0,0.9784172661870504
2024-01-08T14:00:00,1,840,4030.1467698842907,0.0,2475.229110723584,1554.9176591607068,Konstant,5900.0,0.9784172661870504
2024-01-08T14:05:00,1,845,4434.787257976447,0.0,2475.229110723584,1959.558147252863,Konstant,5900.0,0.9784172661870504
2024-01-08T14:10:00,1,850,4148.602432517964,0.0,2189.0442852651013,1959.558147252863,Konstant,5900.0,0.9784172661870504
2024-01-08T14:15:00,1,855,3883.0413273076865,0.0,1923.4831800548236,1959.558147252863,Konstant,5900.0,0.9784172661870504
2024-01-08T14:20:00,1,860,3177.671936523682,0.0,1624.8039048801415,1552.8680316435402,Konstant,5900.0,0.9784172661870504
2024-01-08T14:25:00,1,865,2980.909258892732,0.0,1430.3388982347649,1550.5703606579673,Konstant,5900.0,0.9784172661870504
2024-01-08T14:30:00,1,870,2980.909258892732,0.0,1430.3388982347649,1550.5703606579673,Konstant,5900.0,0.9784172661870504
2024-01-08T14:35:00,1,875,2980.909258892732,0.0,1430.3388982347649,1550.5703606579673,Konstant,5900.0,0.9784172661870504
2024-01-08T14:40:00,1,880,1725.0679939314218,0.0,1008.2448003026598,716.8231936287622,Konstant,5900.0,0.9784172661870504
2024-01-08T14:45:00,1,885,1692.2308390850455,0.0,1031.4148833175484,660.8159557674971,Konstant,5900.0,0.9784172661870504
2024-01-08T14:50:00,1,890,1587.4378392461333,0.0,1225.032419236002,362.40542001013137,Konstant,5900.0,0.9784172661870504
2024-01-08T14:55:00,1,895,2067.600429206341,0.0,1254.731089322086,812.8693398842547,Konstant,5900.0,0.9784172661870504
2024-01-08T15:00:00,1,900,2266.6947380195,0.0,1026.3938703834692,1240.3008676360312,Konstant,5900.0,0.9784172661870504
2024-01-08T15:05:00,1,905,2266.6947380195,0.0,1026.3938703834692,1240.3008676360312,Konstant,5900.0,0.9784172661870504
2024-01-08T15:10:00,1,910,1904.289318009369,0.0,1026.3938703834692,877.8954476258998,Konstant,5900.0,0.9784172661870504
2024-01-08T15:15:00,1,915,1904.289318009369,0.0,1026.3938703834692,877.8954476258998,Konstant,5900.0,0.9784172661870504
2024-01-08T15:20:00,1,920,2467.4219214459367,0.0,1589.526473820037,877.8954476258998,Konstant,5900.0,0.9784172661870504
2024-01-08T15:25:00,1,925,2774.650390882714,0.0,1926.2821226167869,848.3682682659273,Konstant,5900.0,0.9784172661870504
2024-01-08T15:30:00,1,930,2426.5355954271167,0.0,1644.6862940567098,781.8493013704069,Konstant,5900.0,0.9784172661870504
2024-01-08T15:35:00,1,935,2176.9108216473983,0.0,1451.0687581382563,725.842063509142,Konstant,5900.0,0.9784172661870504
